Applicant_ID,Age,Income,Credit_Score,Employment_Years,Loan_Amount,Existing_Loans,Loan_Term,Loan_Approved
695,54,106206,602,3,557235,2,24,0
696,58,89274,417,11,563951,1,60,0
697,53,22469,460,18,377350,2,12,0
698,44,73947,700,1,932894,1,60,0
699,35,42534,497,16,741967,2,48,0
700,50,83620,559,10,657466,2,12,0
701,37,68874,346,10,991497,4,48,0
702,25,69708,698,20,749746,2,12,1
703,49,94553,377,15,828754,3,60,0
704,24,88344,423,1,489503,2,24,0
705,30,69138,374,1,136724,1,36,0
706,37,74302,436,7,803492,2,24,0
707,30,67638,699,12,146393,0,60,1
708,37,98249,804,9,963746,5,12,1
709,40,125865,799,7,650600,1,24,1
710,44,22719,437,3,911756,0,60,0
711,25,42890,349,14,645484,1,48,0
712,54,97236,553,0,644302,3,36,0
713,26,56509,725,10,451426,5,24,0
714,22,62534,846,6,716282,5,12,0
715,33,122302,601,16,479505,3,48,1
716,31,112241,648,19,572313,5,60,1
717,43,38787,348,17,83340,3,36,0
718,36,146209,373,11,351994,0,12,1
719,51,68845,560,8,546915,4,60,0
720,31,77932,655,4,687999,1,60,0
721,36,112124,559,9,789538,3,24,1
722,28,111659,594,3,61094,1,24,1
723,24,53062,612,4,924391,0,12,0
724,60,95713,481,9,842173,4,60,0
725,24,107263,663,10,685873,0,24,1
726,45,115756,487,20,515590,5,36,0
727,23,80461,842,9,560491,1,36,1
728,52,95418,847,7,434708,4,60,1
729,23,86672,707,1,118798,5,24,0
730,47,148232,713,7,952458,4,12,1
731,49,54832,641,15,251604,5,12,1
732,52,147335,519,4,160130,0,12,1
733,39,51966,462,2,858596,3,36,0
734,41,92545,519,11,740955,1,24,0
735,25,32987,569,12,80257,2,24,0
736,38,57311,699,12,457427,2,36,1
737,48,51575,481,9,932421,0,12,0
738,42,83852,504,3,972736,1,12,0
739,41,147650,527,8,102691,1,60,1
740,26,21007,549,1,654056,0,48,0
741,21,90981,740,18,468829,1,24,1
742,25,96242,832,0,588314,3,24,1
743,32,67517,495,6,799450,0,24,0
744,46,130022,818,16,343052,3,48,1
745,54,49257,369,2,593898,1,60,0
746,34,107272,698,19,227718,0,48,1
747,46,62207,502,19,548357,1,12,0
748,47,33281,447,20,375329,0,12,0
749,29,81246,771,2,908999,1,24,0
750,46,21435,498,2,228646,3,36,0
751,42,118875,725,16,568420,3,24,1
752,50,120686,791,6,272123,1,36,1
753,37,111357,441,13,545236,0,48,0
754,46,46660,612,16,872614,2,12,0
755,56,25084,464,17,952568,3,36,0
756,21,102197,613,12,968074,3,48,1
757,28,33507,320,19,541006,5,12,0
758,55,92595,381,19,593576,2,36,0
759,35,103807,430,20,915256,1,24,0
760,42,65539,604,17,997381,0,24,0
761,34,135953,670,3,658713,5,24,1
762,46,27491,683,0,50917,1,48,0
763,48,147706,744,17,912034,4,24,1
764,43,132831,724,0,901007,3,60,0
765,34,70192,460,12,908950,4,12,0
766,44,100395,477,19,827475,3,48,0
767,22,143797,789,19,89104,3,24,1
768,46,83888,626,9,723422,4,12,1
769,34,93609,588,10,329143,4,36,0
770,27,29077,653,8,312091,1,24,0
771,23,137440,327,8,505061,5,12,0
772,43,142901,342,4,453157,5,60,0
773,38,40953,722,0,635457,4,36,0
774,58,96919,476,16,204542,1,60,1
775,55,134682,828,1,179744,5,12,1
776,35,141041,793,12,947116,1,60,1
777,45,87889,497,8,109821,1,12,0
778,57,43821,816,3,267741,3,12,1
779,48,57567,813,4,299265,5,60,0
780,30,135374,321,10,487651,5,12,0
781,59,44860,411,18,447745,3,24,0
782,37,41195,356,20,264127,4,12,0
783,59,97475,365,2,324336,3,48,0
784,42,110874,397,11,386246,5,12,0
785,46,107266,443,18,253834,5,48,1
786,45,41427,734,18,808826,4,12,0
787,37,120732,385,12,951326,3,12,0
788,33,47083,643,6,136795,0,60,0
789,40,107046,593,14,215159,0,24,1
790,45,77372,542,6,378821,4,24,0
791,24,143786,331,7,709987,3,36,0
792,30,64064,690,4,293877,3,60,0
793,23,27813,576,20,249298,1,60,0
794,38,51598,831,13,548843,5,24,0
795,56,132718,453,3,970759,2,60,0
796,42,146879,682,9,762793,4,24,0
797,54,113106,367,19,186285,2,60,1
798,28,47082,513,14,152412,2,12,0
799,60,49241,675,17,593692,4,24,0
800,39,116214,512,19,166545,3,24,1
801,57,64569,378,12,468596,4,48,0
802,26,31745,680,7,272128,2,60,1
803,46,46029,357,8,724533,5,60,0
804,54,33025,325,15,758387,5,24,0
805,26,121660,746,18,860421,5,12,1
806,57,143395,365,15,835945,3,12,0
807,53,34288,553,6,420250,0,12,0
808,42,109186,343,13,336663,4,60,0
809,41,26540,396,13,831163,5,48,0
810,26,117768,526,3,858871,4,24,0
811,26,101958,735,14,430714,5,36,1
812,24,88878,678,2,64995,3,48,1
813,50,61846,477,4,73559,0,36,0
814,31,121148,726,0,571244,0,48,1
815,50,95932,606,2,401193,5,12,0
816,51,37482,803,14,448237,3,60,1
817,44,43411,567,7,672288,1,36,0
818,29,70975,307,3,726479,4,48,0
819,23,80545,807,1,494755,4,60,0
820,51,132302,775,9,538051,2,36,1
821,60,98797,596,3,875782,3,24,0
822,57,72307,463,2,489439,2,48,0
823,56,23093,784,1,75517,5,24,1
824,44,97258,371,16,521869,2,12,0
825,51,42042,537,20,465466,0,24,0
826,26,72930,403,19,265558,4,24,0
827,22,137584,509,12,526111,2,48,0
828,40,64413,767,4,925564,0,12,1
829,48,133387,753,20,534282,3,24,1
830,31,113623,567,8,510014,2,60,1
831,24,117883,685,5,497415,5,36,1
832,35,53756,686,4,567039,5,24,0
833,26,73268,558,9,895978,5,12,0
834,50,59214,582,7,571396,4,24,0
835,58,101871,339,6,155686,2,36,0
836,22,147844,785,6,662439,3,12,1
837,35,48602,519,5,315471,2,48,0
838,31,73331,428,20,694606,4,12,0
839,28,68901,819,19,997272,0,48,1
840,46,119986,559,2,769778,4,12,0
841,25,83416,665,18,537602,5,36,1
842,26,52196,843,14,748148,0,36,1
843,46,148386,823,3,690233,5,12,1
844,24,25626,315,11,263456,1,24,0
845,39,27424,428,5,358974,4,36,0
846,40,32857,408,18,102446,4,48,0
847,53,130459,832,3,458376,3,48,1
848,40,135621,568,14,761943,2,60,1
849,32,39982,461,8,477214,0,48,0
850,21,96961,559,4,994734,0,60,0
851,46,21980,401,12,190148,3,12,0
852,34,68290,805,17,643629,3,12,1
853,58,46431,546,4,81085,2,12,0
854,57,104976,836,15,367715,5,24,1
855,31,127288,430,18,457931,2,24,0
856,56,102711,652,13,574006,4,60,0
857,33,134187,495,15,440452,5,48,0
858,23,46385,681,14,55750,1,48,1
859,53,58158,526,3,950363,2,12,0
860,26,43019,775,6,390912,3,36,1
861,30,38639,776,15,561760,5,24,0
862,25,105530,564,20,85903,2,24,1
863,43,119911,671,20,253561,0,12,1
864,30,41563,785,7,999597,1,24,0
865,22,59341,733,16,665324,4,12,0
866,33,135672,510,15,662242,0,60,1
867,60,25776,676,9,562493,0,48,0
868,22,56444,694,9,477530,1,36,1
869,40,88916,749,1,491441,4,48,1
870,21,28711,663,8,919446,3,48,0
871,57,94318,756,16,478395,5,60,1
872,29,102970,525,10,691593,4,24,0
873,37,132301,430,9,555633,2,36,1
874,29,105553,775,16,468554,0,24,1
875,31,50707,576,3,535651,2,48,0
876,35,59110,455,15,250753,3,12,0
877,44,149410,517,19,82101,2,48,1
878,58,81788,489,14,52775,4,24,0
879,55,102879,716,20,685785,2,48,1
880,50,58827,845,4,540399,3,12,0
881,51,127188,340,5,95619,3,60,0
882,25,25655,606,16,302388,3,24,0
883,34,64859,637,0,462755,4,48,0
884,31,73625,613,18,807634,3,24,1
885,29,72098,374,3,893556,0,60,0
886,54,35251,578,16,115149,3,48,0
887,32,142413,475,8,76616,2,48,0
888,55,20526,572,1,796055,5,24,0
889,55,88760,588,7,235639,2,24,0
890,21,67837,571,14,742459,5,12,0
891,60,145133,365,6,256903,2,60,0
892,42,149478,782,5,281318,4,12,1
893,49,31536,547,0,898231,2,48,0
894,28,48541,455,14,402365,4,24,0
895,31,99083,346,6,951311,4,48,0
896,57,71027,753,16,337623,3,48,1
897,34,54531,500,1,411309,0,36,0
898,50,28712,423,8,105863,5,36,0
899,55,124101,300,8,223115,3,48,0
900,41,85455,490,12,919001,3,24,0
901,57,94744,815,5,545654,4,48,0
902,25,141787,741,5,553323,4,36,1
903,39,149749,442,19,458624,5,24,1
904,34,25109,490,19,827635,2,48,0
905,46,141332,832,20,763340,2,60,1
906,24,69268,526,2,328495,3,60,0
907,45,120737,612,16,185203,1,48,1
908,45,74615,601,16,297908,1,24,1
909,38,102503,759,11,881257,2,48,1
910,60,143274,700,15,847781,1,48,1
911,28,49759,850,14,242003,2,36,1
912,59,105708,692,12,880686,4,60,0
913,60,80112,506,0,874657,3,36,0
914,34,122471,509,16,547599,0,36,0
915,52,146740,414,2,324597,3,48,0
916,58,143153,550,14,724174,2,36,1
917,53,46589,518,3,723623,2,60,0
918,43,50015,706,3,651982,3,36,0
919,35,49009,742,17,590023,5,60,1
920,53,103309,653,16,983334,2,36,1
921,45,146446,849,18,884325,1,60,1
922,37,82046,441,10,750033,1,36,0
923,53,126661,800,19,963438,2,36,1
924,22,46143,846,2,794822,2,24,1
925,34,26154,841,7,619354,5,60,0
926,60,41804,806,13,805675,1,60,1
927,60,61688,580,0,184445,2,60,0
928,59,84288,723,13,453551,2,12,1
929,26,71195,569,1,991245,5,36,0
930,26,40581,453,3,847124,5,60,0
931,23,72648,382,18,619829,3,12,0
932,27,50087,725,5,215129,5,24,0
933,28,69930,574,0,641271,0,60,0
934,35,52981,583,16,724943,1,60,0
935,49,89298,472,7,203837,3,12,0
936,53,66167,626,18,764647,0,36,0
937,50,95304,362,20,991410,2,24,0
938,59,63408,372,0,957179,2,60,0
939,47,59499,674,4,921535,3,36,0
940,56,145816,807,15,785035,5,24,1
941,49,72269,697,5,227597,2,48,1
942,58,58559,419,7,743590,4,48,0
943,53,134126,736,12,462736,3,24,1
944,57,94319,764,15,528454,0,12,1
945,47,131925,585,2,495150,3,24,0
946,53,115317,564,18,337710,1,24,1
947,24,116347,619,11,909625,5,12,0
948,42,68787,675,15,546440,5,12,0
949,22,55488,388,10,473350,3,36,0
950,30,94441,502,9,453561,2,36,0
951,25,94663,633,19,826372,2,12,1
952,30,42431,521,3,695303,4,48,0
953,53,81681,340,11,222257,4,48,0
954,58,83483,367,1,820824,5,24,0
955,33,142720,813,18,274021,4,60,1
956,51,69153,426,4,705244,0,24,0
957,56,26368,554,7,645032,4,24,0
958,44,47424,315,6,345599,0,60,0
959,35,132360,776,13,558433,4,12,1
960,49,65004,361,2,995522,5,48,0
961,28,103869,731,17,366363,5,24,1
962,25,108652,567,15,882423,0,60,1
963,49,132755,334,18,647904,3,36,0
964,24,76985,793,18,661726,5,24,1
965,32,70069,768,17,166841,3,48,1
966,22,72326,624,19,714846,2,12,0
967,47,128737,603,15,219934,0,24,1
968,51,101061,575,7,827022,5,24,0
969,56,43398,500,0,633158,1,60,0
970,56,118393,744,16,136694,2,36,1
971,46,70861,623,11,287068,3,36,0
972,47,95897,334,20,880288,5,12,0
973,25,101905,781,10,151407,0,48,1
974,40,147118,779,4,543960,4,12,1
975,31,88577,364,11,605667,1,24,0
976,30,85641,307,16,901161,3,24,0
977,60,29078,600,5,471594,2,36,0
978,58,45003,642,0,286500,0,48,0
979,26,82768,730,4,628641,1,60,0
980,28,71047,723,13,755356,0,48,1
981,43,91626,631,4,850463,5,24,0
982,46,77660,737,0,261144,4,60,1
983,32,124386,473,17,640270,2,48,1
984,46,69786,826,15,86683,0,48,1
985,33,21925,325,8,164091,3,60,0
986,60,103976,705,18,167797,5,24,1
987,38,125221,531,4,460834,5,48,0
988,45,137832,832,1,580875,2,60,1
989,53,145150,849,14,374934,5,24,1
990,60,46015,804,6,343624,3,60,1
991,32,53320,478,3,803890,0,60,0
992,56,84881,431,0,725887,2,48,0
993,24,110827,754,12,335713,5,24,1
994,25,140071,647,19,847583,5,48,1
995,57,122215,839,6,514310,3,12,1
996,28,46289,705,14,240246,4,12,0
997,48,148859,375,13,619027,4,24,0
998,51,23389,791,18,607242,5,60,1
999,29,45683,493,19,818223,0,48,0
1000,49,33629,461,17,159373,2,48,0
